Wind_[m/s],Pitch_[deg],Rotor_Speed_[rpm],Torque_[MNm],Flapwise_Moment_[MNm],CP_[-],CT_[-],CQ_[-],CFlap_[-],TSR_[-],Aero_Power_[MW],Aero_CP_[-],Tip_Speed_[m/s],R_ref_[m],Power_[MW],Thrust_[MN]
14.10904661,10.20005088,7.499240933,19.94714255,31.37410139,0.19147749145554965,0.2414290999040103,0.029839327447180704,0.04693314254864326,6.701340872477781,15.664886756481984,0.19996380099999994,94.54953071928708,120.39638663781716,15.00008104,1.340503102
14.77807889,11.23370987,7.499240933,19.94710322,28.84591141,0.16663105170066994,0.20811960317291048,0.02719866256614254,0.039332538775193195,6.397958180022077,15.664855909094069,0.17401616399999997,94.54953071928708,120.39638663781716,15.00005146,1.267744754
15.470742,12.23548853,7.499240933,19.94708107,26.53102258,0.14523656351007788,0.1802009135179176,0.0248176548797013,0.033009228753087046,6.111505881184437,15.664838521159222,0.151673469,94.54953071928708,120.39638663781716,15.00003481,1.20299036
16.18543466,13.21207233,7.499240933,19.94706771,24.39444366,0.12683409184058503,0.15669537304374143,0.022674306006170288,0.02772974396230797,5.841642977494624,15.664828010854036,0.132455397,94.54953071928708,120.39638663781716,15.00002476,1.144953313
16.92050464,14.16785471,7.499240933,19.9470588,22.41059375,0.11101175694905964,0.1368300626414605,0.02074702930989936,0.023309363553061634,5.5878670719886445,15.664821020052246,0.11593181399999998,94.54953071928708,120.39638663781716,15.00001806,1.092675034
17.67425264,15.10569973,7.499240933,19.94705227,20.56016302,0.09740597374921783,0.1199835932279304,0.01901517312480661,0.019599640789408065,5.349563155236593,15.664815964841976,0.101723021,94.54953071928708,120.39638663781716,15.00001315,1.045410488
18.44493615,16.02744622,7.499240933,19.94704705,18.82803369,0.08569928252868682,0.10565103906424893,0.017459346134433746,0.01647989080290909,5.1260427225326595,15.664811786638138,0.08949748700000001,94.54953071928708,120.39638663781716,15.00000923,1.002561347
19.23077353,16.93422766,7.499240933,19.94704276,17.20197892,0.07561680105403851,0.09341920024961474,0.016061595602605405,0.013851237614611845,4.916574498253533,15.66480851209761,0.078968149,94.54953071928708,120.39638663781716,15.000006,0.963634907
20.02994808,17.82668205,7.499240933,19.94703931,15.6718209,0.06692201599994543,0.08294825200235285,0.014805479311622073,0.011632243587852859,4.720408177877168,15.664805634650422,0.06988800900000001,94.54953071928708,120.39638663781716,15.00000341,0.928217511
20.8406123,18.70508213,7.499240933,19.94703676,14.22892793,0.059412387804332084,0.0739576103726159,0.013676063684064675,0.009755620690330877,4.5367923628274145,15.664803618278624,0.062045553,94.54953071928708,120.39638663781716,15.00000149,0.895956018
21.66089211,19.56943768,7.499240933,19.94703522,12.8658372,0.05291507052938083,0.06621486798158209,0.012659873071069703,0.008165617802776748,4.364987842566152,15.664802483361436,0.055260274,94.54953071928708,120.39638663781716,15.00000033,0.866544894
22.4888912,20.41950905,7.499240933,19.94727702,11.57634071,0.04728349075632399,0.059527591015763735,0.011744950956794913,0.006816146071555305,4.204277119686855,15.664992432864215,0.049379102,94.54953071928708,120.39638663781716,15.00018216,0.839725354
23.32269542,21.25504455,7.499240933,19.9470355,10.35411323,0.04239085546527538,0.05373305556946258,0.010920048180379376,0.00566838191753875,4.053970993344434,15.664802623517504,0.04426962400000001,94.54953071928708,120.39638663781716,15.00000054,0.815233262
24.1603772,22.07544699,7.499240933,19.94703713,9.195130033,0.03813267811987205,0.048698935231443266,0.010175942650212644,0.004690877911703968,3.913412855130717,15.66480404571767,0.03982272399999999,94.54953071928708,120.39638663781716,15.00000177,0.79288419
25.0,22.88018135,7.499240933,19.94703943,8.095078123,0.03441822447242713,0.04431232297267027,0.009503905386219,0.003856956158583344,3.781981228771483,15.664805755296332,0.035943644999999996,94.54953071928708,120.39638663781716,15.0000035,0.772480289
