Wind_[m/s],Pitch_[deg],Rotor_Speed_[rpm],Torque_[MNm],Flapwise_Moment_[MNm],CP_[-],CT_[-],CQ_[-],CFlap_[-],TSR_[-],Aero_Power_[MW],Aero_CP_[-],Tip_Speed_[m/s],R_ref_[m],Power_[MW],Thrust_[MN]
3.0,3.913972508726375,6.9,0.0762709608038673,0.9255181331688556,0.23743450016934245,0.8163291529467069,0.01626952751196184,0.19742432207103858,15.580631441714134,0.0551108267330428,0.25348951189470553,46.741894325142404,64.68872635935152,0.0516203274110788,0.059159021569125
3.539159827293725,3.724354876029455,6.9,0.1822810601608857,1.2310428270239815,0.34561245861415596,0.8064500723132609,0.027938264665712774,0.18868224864320515,13.207059473458237,0.1317101530826994,0.36898232302528533,46.741894325142404,64.68872635935152,0.1233681588270536,0.0813375343752865
4.048452625194753,3.38662979809314,6.9,0.3150722900815433,1.5660632921309738,0.3991088845319375,0.8004674393480473,0.03690543420023717,0.18343804771339398,11.545619685470287,0.2276606221300744,0.4260961076030864,46.741894325142404,64.68872635935152,0.2132415089668441,0.1056415976704052
4.526747636329809,2.912674939653721,6.9,0.4710950447438823,1.9229573578679264,0.4268723808484949,0.7967645685059421,0.04413612509382701,0.1801587332405411,10.325712427618285,0.3403974082932853,0.4557369353882449,46.741894325142404,64.68872635935152,0.3188379980416217,0.1314666955125289
4.9729829261640415,2.316695729509276,6.9,0.6441419838560468,2.2926982155471043,0.4402294303177001,0.7935456565888634,0.05000413314903459,0.17797999465035988,9.399166459877074,0.4654352966007096,0.4699971711496332,46.741894325142404,64.68872635935152,0.4359564866552072,0.1580225340916775
5.386167740761253,1.6540047356753569,6.9,0.8287481849527459,2.6585102082755734,0.4457910423502742,0.7883342616407064,0.054842983673271645,0.17592874964304944,8.678135656899565,0.5988255181903872,0.47593485214577946,46.741894325142404,64.68872635935152,0.5608983051702806,0.1841549162689492
5.76538470650541,1.0088184234590267,6.9,1.0178847938147688,2.996392274678202,0.44643899519198915,0.7782264632090691,0.05878956892798112,0.17306144196071044,8.107333110382188,0.7354892598033249,0.4766266187149171,46.741894325142404,64.68872635935152,0.6889063120444215,0.208293513110149
6.1097918668994735,1.0,7.19657384054212,1.160412396886484,3.318689235392429,0.44602394795514033,0.7685717254910841,0.059678480999292176,0.1706758157774981,7.979149243594446,0.8745139942917374,0.47618350652436775,48.750941153290434,64.68872635935152,0.8191257759492757,0.2310204376458475
6.418624551919384,1.0,7.560340278177997,1.2806883937231797,3.662669235131333,0.44602394795514017,0.7685717254910839,0.059678480999292176,0.17067581577749802,7.979149243594446,1.0139427506680116,0.4761835065243675,51.2151632383643,64.68872635935152,0.9497236726117024,0.2549655570724043
6.691197075772739,1.0,7.8813967621870065,1.3917690369517504,3.980351238471037,0.4460239479551401,0.7685717254910838,0.05967848099929216,0.17067581577749805,7.979149243594445,1.148679788434234,0.4761835065243675,53.39006008589341,64.68872635935152,1.0759270053539631,0.2770800216209565
