Wind_[m/s],Pitch_[deg],Rotor_Speed_[rpm],Torque_[MNm],Flapwise_Moment_[MNm],CP_[-],CT_[-],CQ_[-],CFlap_[-],TSR_[-],Aero_Power_[MW],Aero_CP_[-],Tip_Speed_[m/s],R_ref_[m],Power_[MW],Thrust_[MN]
6.926904259292717,1.0,8.159030466886108,1.4915502794885396,4.265717834337657,0.4460239479551403,0.7685717254910841,0.059678480999292176,0.17067581577749802,7.979149243594446,1.2743979689248284,0.4761835065243677,55.27080288098663,64.68872635935152,1.1936826991650051,0.2969449475572403
7.125222773587184,1.0,8.392624976021326,1.5781795894717312,4.51347092563699,0.44602394795513994,0.7685717254910834,0.05967848099929213,0.17067581577749796,7.979149243594444,1.387020428220891,0.4761835065243673,56.85321590431008,64.68872635935152,1.2991721023790928,0.3141915239976267
7.285712301959687,1.0,8.581661651365982,1.6500745401506984,4.719084894892696,0.44602394795513994,0.7685717254910839,0.059678480999292155,0.170675815777498,7.979149243594444,1.482871672934308,0.4761835065243675,58.13378580322837,64.68872635935152,1.3889525126573403,0.3285047138730072
7.408016517522656,1.0,8.72572078422727,1.7059386617887804,4.87885193945581,0.4460239479551402,0.7685717254910838,0.0596784809992922,0.17067581577749805,7.979149243594444,1.5588105683478908,0.47618350652436764,59.10966939232605,64.68872635935152,1.4600817421910088,0.3396264098012461
7.491863874332182,1.0,8.824482527304497,1.744774410866717,4.989919162418233,0.4460239479551401,0.7685717254910838,0.05967848099929217,0.17067581577749802,7.979149243594446,1.6123419316704617,0.4761835065243676,59.77869996599019,64.68872635935152,1.510222643086181,0.3473580160580922
7.537068210287934,1.0,8.877727604830078,1.765893138225972,5.05031708072762,0.44602394795514005,0.7685717254910839,0.05967848099929215,0.17067581577749805,7.979149243594443,1.641703985211949,0.47618350652436753,60.139392109038695,64.68872635935152,1.5377250216045648,0.3515624330827199
7.543529160459565,1.0,8.88533779941659,1.7689219652008892,5.058979290390749,0.4460239479551399,0.7685717254910839,0.059678480999292134,0.170675815777498,7.979149243594443,1.645929525894204,0.47618350652436714,60.19094499471356,64.68872635935152,1.541682933442169,0.3521654264109336
7.575825940997162,1.0,8.923379384304253,1.7841012750930891,5.102390936521977,0.4460239479551402,0.7685717254910839,0.05967848099929218,0.17067581577749805,7.979149243594445,1.6671607583984311,0.4761835065243676,60.448645826710674,64.68872635935152,1.561569464604508,0.3551873958623688
7.646808745314545,1.0,9.006988286834353,1.817690695188236,5.198454066485025,0.44602394795514005,0.7685717254910837,0.05967848099929216,0.17067581577749802,7.979149243594444,1.714463327642837,0.4761835065243675,61.015028216087934,64.68872635935152,1.60587607832325,0.3618745379089995
7.756319973835029,1.0,9.135978874334691,1.8701264016291927,5.348416110136671,0.4460239479551402,0.7685717254910835,0.05967848099929216,0.17067581577749802,7.979149243594445,1.7891826004795433,0.47618350652436764,61.88883465230226,64.68872635935152,1.6758629312955706,0.3723136885788488
7.9041164842451614,1.0,9.310064755443555,1.9420758667340248,5.554185986411967,0.44602394795514,0.7685717254910838,0.05967848099929215,0.17067581577749802,7.979149243594445,1.8934224020967767,0.47618350652436725,63.06812506654716,64.68872635935152,1.7735006008375755,0.3866377314462822
8.089870131331459,1.0,9.528859415970173,2.0344294191534456,5.818309966030709,0.44602394795514017,0.768571725491084,0.05967848099929216,0.17067581577749805,7.979149243594446,2.030075383378005,0.47618350652436753,64.55028113919072,64.68872635935152,1.9014985288963755,0.4050239173878742
8.313168495544858,1.0,9.791877077052868,2.148288946583352,6.143939362133637,0.4460239479551402,0.7685717254910838,0.059678480999292155,0.170675815777498,7.979149243594445,2.2028618655374945,0.4761835065243675,66.33201211309992,64.68872635935152,2.063341406421812,0.4276916154645084
8.573515798675219,1.0,10.09853377370962,2.2849538488449768,6.534790357183793,0.44602394795514033,0.7685717254910845,0.05967848099929217,0.17067581577749819,7.979149243594449,2.416375217514248,0.47618350652436775,68.40936209994443,64.68872635935152,2.2633316767377654,0.4548995163935403
8.870334004602977,1.0,10.448148651386347,2.445904375486816,6.995096349803469,0.44602394795514005,0.768571725491084,0.05967848099929215,0.17067581577749805,7.979149243594445,2.6761314064671247,0.4761835065243676,70.77771886325793,64.68872635935152,2.5066359477071223,0.4869423153190713
9.202964102683834,1.0,10.839945477624296,2.632782507192185,7.529553277086299,0.4460239479551402,0.7685717254910838,0.059678480999292155,0.17067581577749802,7.979149243594445,2.988620007435969,0.4761835065243676,73.43182405875655,64.68872635935152,2.7993327706450044,0.524146905591331
9.570667570917232,1.0,11.27305436549022,2.847370563967094,8.143258435677721,0.44602394795514033,0.7685717254910841,0.05967848099929218,0.1706758157774981,7.9791492435944456,3.361353674467616,0.4761835065243678,76.36578490917812,64.68872635935152,3.148458978141534,0.5668681199826325
9.812675420388173,0.0,11.558109469927391,2.9725396351603446,9.029115770537071,0.4429497216613398,0.8090435282001366,0.05926673730323613,0.18002324548451692,7.979149243594445,3.597850187101818,0.4728981421234271,78.29680165822809,64.68872635935152,3.37,0.6272778066005412
10.407952984173718,5.341467781978643,11.558109469927391,2.9725601758354445,6.50759663731588,0.37121094560595086,0.5321088222024515,0.052681513624843905,0.11533157299915442,7.5227858712741895,3.597875048762493,0.3963117463743144,78.29680165822809,64.68872635935152,3.370000034674072,0.4641349468108841
10.87567594619434,6.83200831731045,11.558109469927391,2.972560777277044,5.891999414520452,0.3253479316506462,0.4479490584316112,0.048247682572506896,0.09563313882166745,7.199258422703006,3.597875776724786,0.34734753513602123,78.29680165822809,64.68872635935152,3.3700007165301447,0.4266328696831148
11.374758439769725,8.13274446377754,11.558109469927391,2.972560220646061,5.393646294406341,0.2843742034828871,0.381185014328206,0.04410669631155863,0.08003064747587832,6.883381486544621,3.5978751029995784,0.3036032168236285,78.29680165822809,64.68872635935152,3.3700000854759966,0.3971305987008666
11.90409237695554,9.335990449983928,11.558109469927391,2.972560160807717,4.964338026792304,0.24810063238571248,0.3263510887874729,0.04027136116443445,0.06725537543535046,6.577301248921628,3.5978750305734963,0.2648768740826086,78.29680165822809,64.68872635935152,3.370000017637093,0.3723838257825377
12.462502504037497,10.46771528865318,11.558109469927391,2.972570247135112,4.590282005165968,0.21622327162948995,0.2806339442562531,0.03674344242791475,0.056739706234785116,6.28259064604899,3.597887238684861,0.23084400770125674,78.29680165822809,64.68872635935152,3.3700114525355165,0.3509650610524945
13.048749010888468,11.5786138294145,11.558109469927391,2.9725601714283467,4.243855784378158,0.18836929177442355,0.24216035082226822,0.03351591897963343,0.04784990662177942,6.000330115392187,3.597875043428308,0.20110657799853907,78.29680165822809,64.68872635935152,3.370000029677732,0.3320121363826716
13.661530283657028,12.655360363705272,11.558109469927391,2.972561669262748,3.9313199057287536,0.1641416932870552,0.2096377889339313,0.03057668560327889,0.04043876835470117,5.731188236788725,3.597876856350737,0.17524074084949906,78.29680165822809,64.68872635935152,3.3700017277769065,0.3150514157781144
14.299485794675704,13.721450011445206,11.558109469927391,2.972567766771157,3.638037520106257,0.14313854084824737,0.1821059526502611,0.027909313602538777,0.03415738109706304,5.4754977054756235,3.597884236545609,0.15281738259210068,78.29680165822809,64.68872635935152,3.370008640539756,0.299832116342822
14.96119912317263,14.77129359857272,11.558109469927391,2.9725898433548985,3.3654731333592807,0.12497463114448316,0.15872628297834152,0.025495316991401305,0.02886499950635649,5.233323947741476,3.597910957212344,0.13342525296636062,78.29680165822809,64.68872635935152,3.370033668826342,0.2860848232418616
15.645201100079884,15.806924481627211,11.558109469927391,2.972560198960711,3.110881279399224,0.1092882048663124,0.1388269303937567,0.023314526064114473,0.02439941256573274,5.004525103728344,3.5978750767524463,0.11667813096938967,78.29680165822809,64.68872635935152,3.370000060891253,0.2736208498807156
16.349973069956214,16.79290416808063,11.558109469927391,2.972560355358194,2.890920828579996,0.09575592145199502,0.1217567457530344,0.021347883828297175,0.02076157743747265,4.788803096079826,3.597875266050077,0.10223081217170192,78.29680165822809,64.68872635935152,3.370000238199529,0.2620838633901045
17.0739502627819,17.78947329497125,11.558109469927391,2.9725614699082343,2.673899038438377,0.08408429587999719,0.1072196973614531,0.019575869132004268,0.017609021101345844,4.585746148558301,3.597876615059531,0.0897699664767699,78.29680165822809,64.68872635935152,3.3700015017681206,0.2516840928253493
17.815525268139492,18.788988932939496,11.558109469927391,2.9725621636293087,2.461422835116745,0.07401523707117597,0.09481392362521154,0.017980092237108475,0.014888371436407446,4.3948634957314825,3.597877454713432,0.07902005102275304,78.29680165822809,64.68872635935152,3.370002288241702,0.2423162552622333
18.57305160406695,19.776109678761728,11.558109469927391,2.972562160265937,2.2604836557705563,0.0653231670431211,0.08416676131544547,0.016543319107777562,0.012580360120032727,4.215613208175408,3.5978774506425326,0.06974023453780769,78.29680165822809,64.68872635935152,3.370002284428637,0.2337869761008668
19.34484737265932,20.75022100594824,11.558109469927391,2.972576227770769,2.07049518749699,0.05781268783223608,0.07500688243873316,0.015249676047456917,0.010621891062765551,4.0474241098892,3.5978944774213493,0.061721906502476956,78.29680165822809,64.68872635935152,3.370018232799391,0.2260189728046446
20.12919899430265,21.71088903804792,11.558109469927391,2.9725901455447863,1.8910095397336224,0.051314681470243165,0.06710676074284073,0.01408446256953812,0.008959813420943886,3.889712734241891,3.597911322971619,0.054784513411685686,78.29680165822809,64.68872635935152,3.370034011419889,0.2189436879003355
20.924365012249385,22.657133074633435,11.558109469927391,2.9725641931159554,1.721916910676005,0.045683615046297345,0.0602744770992899,0.013034215587255147,0.007550328530858379,3.7418961871670735,3.597879911127746,0.048772681608663666,78.29680165822809,64.68872635935152,3.370004589076559,0.2124962121726088
21.728579959087647,23.568115702513715,11.558109469927391,2.9725601066330127,1.5733400402730766,0.04079648018184928,0.054337232635394514,0.012087213373437987,0.0063976155547935685,3.603401685966213,3.597874965002472,0.043555085048479804,78.29680165822809,64.68872635935152,3.3699999562190754,0.206572912195603
22.54005827652057,24.48674565048508,11.558109469927391,2.9725607338603286,1.4227912678958572,0.03654699858681482,0.04919992561704445,0.011232563961960703,0.005376372546106002,3.4736734349878753,3.597875724174828,0.03901825904146506,78.29680165822809,64.68872635935152,3.3700006673084903,0.2012740020664454
23.35699827975216,25.39144770144303,11.558109469927391,2.9725636279289307,1.2804197062740457,0.0328447648335545,0.044725944920592675,0.01046056963172757,0.00450584787133648,3.3521773954191043,3.597879227046627,0.03506568506268471,78.29680165822809,64.68872635935152,3.3700039483224016,0.1964747518292086
24.177586157678096,26.252800867014216,11.558109469927391,2.972560224441309,1.1605954974323298,0.029612694547194767,0.04074576318470671,0.009762544259661842,0.0038116519282218775,3.238404410911935,3.5978751075932034,0.0316150663922119,78.29680165822809,64.68872635935152,3.37000008977868,0.1917880319597983
25.0,27.12375004177956,11.558109469927391,2.9726526956993027,1.0353531846574613,0.026786145874671565,0.03732803290031893,0.009131085042235167,0.0031802901131147126,3.1318720663291235,3.597987031326344,0.02859739017905202,78.29680165822809,64.68872635935152,3.370104924710257,0.1878573917960548
