Wind_[m/s],Pitch_[deg],Rotor_Speed_[rpm],Torque_[MNm],Flapwise_Moment_[MNm],CP_[-],CT_[-],CQ_[-],CFlap_[-],TSR_[-],Aero_Power_[MW],Aero_Torque_[MNm],Aero_Thrust_[MN],Aero_CP_[-],Aero_CT_[-],Aero_CQ_[-],Tip_Speed_[m/s],R_ref_[m],Power_[MW],Thrust_[MN],RtAeroCp_[-],GenSpeed_[rpm],RtAeroCt_[-],GenTorque_[MNm],RtTSR_[-],TTDspFA_[m],TTDspSS_[m]
14.75,9.3641,12.1,4.1801,5.9942,0.20440154501581925,0.3183758465166401,0.04004662858450929,0.05742625799891523,5.406906626940897,5.2961,4.1797,0.4299,0.2165062045116561,0.2592230613967871,0.04004279646292516,79.75187274737823,62.9400236458565,5.0,0.528,0.2226,1173.7034,0.264,0.0431,5.4601,0.237,-0.0488
15.0,9.8169,12.1,4.1801,5.8412,0.1943508560824257,0.3021961461225637,0.03872286502852134,0.05411066701863564,5.3167915164918815,5.2961,4.1797,0.4202,0.20586031377962694,0.2449986891775058,0.03871915957984513,79.75187274737823,62.9400236458565,5.0,0.5183,0.2116,1173.703,0.2495,0.0431,5.3693,0.2319,-0.0489
15.25,10.2577,12.1,4.18,5.694,0.18494845345559294,0.2871232265671353,0.03746277323269772,0.0510318255471246,5.229630999828081,5.2961,4.1797,0.4111,0.19590110086923315,0.2318985431075625,0.03746008451691547,79.75187274737823,62.9400236458565,5.0,0.509,0.2013,1173.7028,0.2361,0.0431,5.2814,0.2272,-0.0489
15.5,10.6883,12.1,4.18,5.5546,0.1761428993395822,0.27313070257394295,0.03626404245548081,0.04818953354622338,5.145282112734079,5.2962,4.1797,0.4024,0.18657760469645904,0.21972769835216843,0.036261439773007935,79.75187274737823,62.9400236458565,5.0,0.5002,0.1917,1173.7034,0.2237,0.0431,5.1963,0.2227,-0.049
15.75,11.1071,12.1,4.18,5.4217,0.16788757679077912,0.2601921665103495,0.035121939833426104,0.045555172534661806,5.063610968087507,5.2963,4.1798,0.3942,0.1778365945914007,0.20847104072841416,0.03512025935783599,79.75187274737823,62.9400236458565,5.0,0.492,0.1827,1173.703,0.2122,0.0431,5.114,0.2186,-0.0491
16.0,11.5169,12.1,4.18,5.2921,0.16014017072221354,0.24807634126919542,0.03403295390597369,0.043087510853063005,4.984492046711139,5.2963,4.1799,0.3864,0.16963007723921192,0.1980101182946026,0.034032139720473545,79.75187274737823,62.9400236458565,5.0,0.4841,0.1743,1173.7027,0.2015,0.0431,5.0341,0.2146,-0.0491
16.25,11.916,12.1,4.18,5.1711,0.152862211793551,0.23682560317645374,0.03299384123050135,0.040816854638049176,4.9078075536848145,5.2964,4.1799,0.3791,0.16192388370867272,0.18833770959553936,0.03299305190415613,79.75187274737823,62.9400236458565,5.0,0.4767,0.1663,1173.7027,0.1917,0.0431,4.9567,0.211,-0.0492
16.5,12.3063,12.1,4.1799,5.0558,0.14601867474261884,0.2263304060378066,0.032000836615027464,0.038706626894963,4.833446833174438,5.2966,4.18,0.3723,0.15468050252835097,0.17939708360203407,0.03200160220359692,79.75187274737823,62.9400236458565,5.0,0.4697,0.1589,1173.7021,0.1825,0.0431,4.8817,0.2076,-0.0492
16.75,12.689,12.1,4.1799,4.9426,0.13957762395575235,0.21658539064462004,0.03105271648363993,0.036718858463608874,4.761305835664372,5.2966,4.1801,0.3657,0.1478573686088076,0.17099584922007244,0.031054202295093973,79.75187274737823,62.9400236458565,5.0,0.4632,0.1519,1173.7015,0.174,0.0431,4.8088,0.2044,-0.0493
17.0,13.0641,12.1,4.1799,4.8354,0.13350990011768507,0.20740228943681902,0.030146116845817392,0.034873689178273506,4.691286632198719,5.2967,4.1802,0.3596,0.14143237759066848,0.16323454427988646,0.030148280494482132,79.75187274737823,62.9400236458565,5.0,0.4569,0.1453,1173.7006,0.1661,0.0431,4.7381,0.2014,-0.0493
17.25,13.4312,12.1,4.1799,4.7346,0.12778884266124807,0.19883304973876897,0.029278648245129102,0.03316411588348722,4.623296970862506,5.2968,4.1802,0.3538,0.13537438836161975,0.15598033924074603,0.029280749633792357,79.75187274737823,62.9400236458565,5.0,0.451,0.139,1173.7004,0.1587,0.0431,4.6695,0.1986,-0.0494
